priority,pack_id,year,make,model,trim,powertrain,oem_family,schedule_kind,segment,tier,manual_share_policy,msrp_note,status,ymm
"856","volvo-xc40-2025-recharge-pure-electric-electric","2025","Volvo","XC40","Recharge Pure Electric","Electric","volvo","ev_simplified","luxury_suv","luxury","shared_within_generation","","target","2025 Volvo XC40"
"857","volvo-xc40-2024-b5-core","2024","Volvo","XC40","B5 Core","","volvo","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2024 Volvo XC40"
"858","volvo-xc40-2024-b5-plus","2024","Volvo","XC40","B5 Plus","","volvo","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2024 Volvo XC40"
"859","volvo-xc40-2024-recharge","2024","Volvo","XC40","Recharge","","volvo","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2024 Volvo XC40"
"860","volvo-xc40-2024-recharge-pure-electric-electric","2024","Volvo","XC40","Recharge Pure Electric","Electric","volvo","ev_simplified","luxury_suv","luxury","shared_within_generation","","target","2024 Volvo XC40"
"861","volvo-xc40-2023-b5-core","2023","Volvo","XC40","B5 Core","","volvo","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2023 Volvo XC40"
"862","volvo-xc40-2023-b5-plus","2023","Volvo","XC40","B5 Plus","","volvo","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2023 Volvo XC40"
"863","volvo-xc40-2023-recharge","2023","Volvo","XC40","Recharge","","volvo","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2023 Volvo XC40"
"864","volvo-xc40-2023-recharge-pure-electric-electric","2023","Volvo","XC40","Recharge Pure Electric","Electric","volvo","ev_simplified","luxury_suv","luxury","shared_within_generation","","target","2023 Volvo XC40"
"865","volvo-xc40-2022-b5-core","2022","Volvo","XC40","B5 Core","","volvo","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2022 Volvo XC40"
"866","volvo-xc40-2022-b5-plus","2022","Volvo","XC40","B5 Plus","","volvo","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2022 Volvo XC40"
"867","volvo-xc40-2022-recharge","2022","Volvo","XC40","Recharge","","volvo","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2022 Volvo XC40"
"868","volvo-xc40-2022-recharge-pure-electric-electric","2022","Volvo","XC40","Recharge Pure Electric","Electric","volvo","ev_simplified","luxury_suv","luxury","shared_within_generation","","target","2022 Volvo XC40"
"869","volvo-xc40-2021-b5-core","2021","Volvo","XC40","B5 Core","","volvo","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2021 Volvo XC40"
"870","volvo-xc40-2021-b5-plus","2021","Volvo","XC40","B5 Plus","","volvo","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2021 Volvo XC40"
"871","volvo-xc40-2021-recharge","2021","Volvo","XC40","Recharge","","volvo","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2021 Volvo XC40"
"872","volvo-xc40-2021-recharge-pure-electric-electric","2021","Volvo","XC40","Recharge Pure Electric","Electric","volvo","ev_simplified","luxury_suv","luxury","shared_within_generation","","target","2021 Volvo XC40"
"873","volvo-xc40-2020-b5-core","2020","Volvo","XC40","B5 Core","","volvo","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2020 Volvo XC40"
"874","volvo-xc40-2020-b5-plus","2020","Volvo","XC40","B5 Plus","","volvo","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2020 Volvo XC40"
"875","volvo-xc40-2020-recharge","2020","Volvo","XC40","Recharge","","volvo","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2020 Volvo XC40"
"876","volvo-xc40-2020-recharge-pure-electric-electric","2020","Volvo","XC40","Recharge Pure Electric","Electric","volvo","ev_simplified","luxury_suv","luxury","shared_within_generation","","target","2020 Volvo XC40"
"877","volvo-xc40-2019-b5-core","2019","Volvo","XC40","B5 Core","","volvo","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2019 Volvo XC40"
"878","volvo-xc40-2019-b5-plus","2019","Volvo","XC40","B5 Plus","","volvo","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2019 Volvo XC40"
"879","volvo-xc40-2019-recharge","2019","Volvo","XC40","Recharge","","volvo","fixed_interval","luxury_suv","luxury","shared_within_generation","","target","2019 Volvo XC40"
"880","volvo-xc40-2019-recharge-pure-electric-electric","2019","Volvo","XC40","Recharge Pure Electric","Electric","volvo","ev_simplified","luxury_suv","luxury","shared_within_generation","","target","2019 Volvo XC40"
"881","volvo-xc60-2025-b5-core","2025","Volvo","XC60","B5 Core","","volvo","fixed_interval","luxury_suv","luxury","shared_spa_generation","","target","2025 Volvo XC60"
"882","volvo-xc60-2025-b5-plus","2025","Volvo","XC60","B5 Plus","","volvo","fixed_interval","luxury_suv","luxury","shared_spa_generation","","target","2025 Volvo XC60"
"883","volvo-xc60-2025-recharge","2025","Volvo","XC60","Recharge","","volvo","fixed_interval","luxury_suv","luxury","shared_spa_generation","","target","2025 Volvo XC60"
"884","volvo-xc60-2024-b5-core","2024","Volvo","XC60","B5 Core","","volvo","fixed_interval","luxury_suv","luxury","shared_spa_generation","","target","2024 Volvo XC60"
"885","volvo-xc60-2024-b5-plus","2024","Volvo","XC60","B5 Plus","","volvo","fixed_interval","luxury_suv","luxury","shared_spa_generation","","target","2024 Volvo XC60"
"886","volvo-xc60-2024-recharge","2024","Volvo","XC60","Recharge","","volvo","fixed_interval","luxury_suv","luxury","shared_spa_generation","","target","2024 Volvo XC60"
"887","volvo-xc60-2023-b5-core","2023","Volvo","XC60","B5 Core","","volvo","fixed_interval","luxury_suv","luxury","shared_spa_generation","","target","2023 Volvo XC60"
"888","volvo-xc60-2023-b5-plus","2023","Volvo","XC60","B5 Plus","","volvo","fixed_interval","luxury_suv","luxury","shared_spa_generation","","target","2023 Volvo XC60"
"889","volvo-xc60-2023-recharge","2023","Volvo","XC60","Recharge","","volvo","fixed_interval","luxury_suv","luxury","shared_spa_generation","","target","2023 Volvo XC60"
"890","volvo-xc60-2022-b5-core","2022","Volvo","XC60","B5 Core","","volvo","fixed_interval","luxury_suv","luxury","shared_spa_generation","","target","2022 Volvo XC60"
"891","volvo-xc60-2022-b5-plus","2022","Volvo","XC60","B5 Plus","","volvo","fixed_interval","luxury_suv","luxury","shared_spa_generation","","target","2022 Volvo XC60"
"892","volvo-xc60-2022-recharge","2022","Volvo","XC60","Recharge","","volvo","fixed_interval","luxury_suv","luxury","shared_spa_generation","","target","2022 Volvo XC60"
"893","volvo-xc60-2021-b5-core","2021","Volvo","XC60","B5 Core","","volvo","fixed_interval","luxury_suv","luxury","shared_spa_generation","","target","2021 Volvo XC60"
"894","volvo-xc60-2021-b5-plus","2021","Volvo","XC60","B5 Plus","","volvo","fixed_interval","luxury_suv","luxury","shared_spa_generation","","target","2021 Volvo XC60"
"895","volvo-xc60-2021-recharge","2021","Volvo","XC60","Recharge","","volvo","fixed_interval","luxury_suv","luxury","shared_spa_generation","","target","2021 Volvo XC60"
"896","volvo-xc60-2020-b5-core","2020","Volvo","XC60","B5 Core","","volvo","fixed_interval","luxury_suv","luxury","shared_spa_generation","","target","2020 Volvo XC60"
"897","volvo-xc60-2020-b5-plus","2020","Volvo","XC60","B5 Plus","","volvo","fixed_interval","luxury_suv","luxury","shared_spa_generation","","target","2020 Volvo XC60"
"898","volvo-xc60-2020-recharge","2020","Volvo","XC60","Recharge","","volvo","fixed_interval","luxury_suv","luxury","shared_spa_generation","","target","2020 Volvo XC60"
"899","volvo-xc60-2019-b5-core","2019","Volvo","XC60","B5 Core","","volvo","fixed_interval","luxury_suv","luxury","shared_spa_generation","","target","2019 Volvo XC60"
"900","volvo-xc60-2019-b5-plus","2019","Volvo","XC60","B5 Plus","","volvo","fixed_interval","luxury_suv","luxury","shared_spa_generation","","target","2019 Volvo XC60"
"901","toyota-rav4-2025-le","2025","Toyota","RAV4","LE","","toyota","fixed_interval","volume_suv","volume","","","target","2025 Toyota RAV4"
"902","toyota-rav4-2025-xle","2025","Toyota","RAV4","XLE","","toyota","fixed_interval","volume_suv","volume","","","target","2025 Toyota RAV4"
"903","toyota-rav4-2025-xse","2025","Toyota","RAV4","XSE","","toyota","fixed_interval","volume_suv","volume","","","target","2025 Toyota RAV4"
"904","toyota-rav4-2025-xle-hybrid","2025","Toyota","RAV4","XLE","Hybrid","toyota","fixed_interval","volume_suv","volume","","","target","2025 Toyota RAV4"
"905","toyota-rav4-2024-le","2024","Toyota","RAV4","LE","","toyota","fixed_interval","volume_suv","volume","","","in_catalog","2024 Toyota RAV4"
"906","toyota-rav4-2024-xle","2024","Toyota","RAV4","XLE","","toyota","fixed_interval","volume_suv","volume","","","target","2024 Toyota RAV4"
"907","toyota-rav4-2024-xse","2024","Toyota","RAV4","XSE","","toyota","fixed_interval","volume_suv","volume","","","target","2024 Toyota RAV4"
"908","toyota-rav4-2024-xle-hybrid","2024","Toyota","RAV4","XLE","Hybrid","toyota","fixed_interval","volume_suv","volume","","","target","2024 Toyota RAV4"
"909","toyota-rav4-2023-le","2023","Toyota","RAV4","LE","","toyota","fixed_interval","volume_suv","volume","","","target","2023 Toyota RAV4"
"910","toyota-rav4-2023-xle","2023","Toyota","RAV4","XLE","","toyota","fixed_interval","volume_suv","volume","","","target","2023 Toyota RAV4"
"911","toyota-rav4-2023-xse","2023","Toyota","RAV4","XSE","","toyota","fixed_interval","volume_suv","volume","","","target","2023 Toyota RAV4"
"912","toyota-rav4-2023-xle-hybrid","2023","Toyota","RAV4","XLE","Hybrid","toyota","fixed_interval","volume_suv","volume","","","target","2023 Toyota RAV4"
"913","toyota-rav4-2022-le","2022","Toyota","RAV4","LE","","toyota","fixed_interval","volume_suv","volume","","","target","2022 Toyota RAV4"
"914","toyota-rav4-2022-xle","2022","Toyota","RAV4","XLE","","toyota","fixed_interval","volume_suv","volume","","","target","2022 Toyota RAV4"
"915","toyota-rav4-2022-xse","2022","Toyota","RAV4","XSE","","toyota","fixed_interval","volume_suv","volume","","","target","2022 Toyota RAV4"
"916","toyota-rav4-2022-xle-hybrid","2022","Toyota","RAV4","XLE","Hybrid","toyota","fixed_interval","volume_suv","volume","","","target","2022 Toyota RAV4"
"917","toyota-rav4-2021-le","2021","Toyota","RAV4","LE","","toyota","fixed_interval","volume_suv","volume","","","target","2021 Toyota RAV4"
"918","toyota-rav4-2021-xle","2021","Toyota","RAV4","XLE","","toyota","fixed_interval","volume_suv","volume","","","target","2021 Toyota RAV4"
"919","toyota-rav4-2021-xse","2021","Toyota","RAV4","XSE","","toyota","fixed_interval","volume_suv","volume","","","target","2021 Toyota RAV4"
"920","toyota-rav4-2021-xle-hybrid","2021","Toyota","RAV4","XLE","Hybrid","toyota","fixed_interval","volume_suv","volume","","","target","2021 Toyota RAV4"
"921","toyota-rav4-2020-le","2020","Toyota","RAV4","LE","","toyota","fixed_interval","volume_suv","volume","","","target","2020 Toyota RAV4"
"922","toyota-rav4-2020-xle","2020","Toyota","RAV4","XLE","","toyota","fixed_interval","volume_suv","volume","","","target","2020 Toyota RAV4"
"923","toyota-rav4-2020-xse","2020","Toyota","RAV4","XSE","","toyota","fixed_interval","volume_suv","volume","","","target","2020 Toyota RAV4"
"924","toyota-rav4-2020-xle-hybrid","2020","Toyota","RAV4","XLE","Hybrid","toyota","fixed_interval","volume_suv","volume","","","target","2020 Toyota RAV4"
"925","honda-cr-v-2025-ex","2025","Honda","CR-V","EX","","honda","maintenance_minder","volume_suv","volume","","","target","2025 Honda CR-V"
"926","honda-cr-v-2025-ex-l","2025","Honda","CR-V","EX-L","","honda","maintenance_minder","volume_suv","volume","","","target","2025 Honda CR-V"
"927","honda-cr-v-2025-touring","2025","Honda","CR-V","Touring","","honda","maintenance_minder","volume_suv","volume","","","target","2025 Honda CR-V"
"928","honda-cr-v-2024-ex","2024","Honda","CR-V","EX","","honda","maintenance_minder","volume_suv","volume","","","in_catalog","2024 Honda CR-V"
"929","honda-cr-v-2024-ex-l","2024","Honda","CR-V","EX-L","","honda","maintenance_minder","volume_suv","volume","","","target","2024 Honda CR-V"
"930","honda-cr-v-2024-touring","2024","Honda","CR-V","Touring","","honda","maintenance_minder","volume_suv","volume","","","target","2024 Honda CR-V"
"931","honda-cr-v-2023-ex","2023","Honda","CR-V","EX","","honda","maintenance_minder","volume_suv","volume","","","target","2023 Honda CR-V"
"932","honda-cr-v-2023-ex-l","2023","Honda","CR-V","EX-L","","honda","maintenance_minder","volume_suv","volume","","","target","2023 Honda CR-V"
"933","honda-cr-v-2023-touring","2023","Honda","CR-V","Touring","","honda","maintenance_minder","volume_suv","volume","","","target","2023 Honda CR-V"
"934","honda-cr-v-2022-ex","2022","Honda","CR-V","EX","","honda","maintenance_minder","volume_suv","volume","","","target","2022 Honda CR-V"
"935","honda-cr-v-2022-ex-l","2022","Honda","CR-V","EX-L","","honda","maintenance_minder","volume_suv","volume","","","target","2022 Honda CR-V"
"936","honda-cr-v-2022-touring","2022","Honda","CR-V","Touring","","honda","maintenance_minder","volume_suv","volume","","","target","2022 Honda CR-V"
"937","honda-cr-v-2021-ex","2021","Honda","CR-V","EX","","honda","maintenance_minder","volume_suv","volume","","","target","2021 Honda CR-V"
"938","honda-cr-v-2021-ex-l","2021","Honda","CR-V","EX-L","","honda","maintenance_minder","volume_suv","volume","","","target","2021 Honda CR-V"
"939","honda-cr-v-2021-touring","2021","Honda","CR-V","Touring","","honda","maintenance_minder","volume_suv","volume","","","target","2021 Honda CR-V"
"940","honda-cr-v-2020-ex","2020","Honda","CR-V","EX","","honda","maintenance_minder","volume_suv","volume","","","target","2020 Honda CR-V"
"941","honda-cr-v-2020-ex-l","2020","Honda","CR-V","EX-L","","honda","maintenance_minder","volume_suv","volume","","","target","2020 Honda CR-V"
"942","honda-cr-v-2020-touring","2020","Honda","CR-V","Touring","","honda","maintenance_minder","volume_suv","volume","","","target","2020 Honda CR-V"
"943","chevrolet-equinox-2025-lt","2025","Chevrolet","Equinox","LT","","chevy","fixed_interval","volume_suv","volume","","","target","2025 Chevrolet Equinox"
"944","chevrolet-equinox-2025-rs","2025","Chevrolet","Equinox","RS","","chevy","fixed_interval","volume_suv","volume","","","target","2025 Chevrolet Equinox"
"945","chevrolet-equinox-2025-activ","2025","Chevrolet","Equinox","Activ","","chevy","fixed_interval","volume_suv","volume","","","target","2025 Chevrolet Equinox"
"946","chevrolet-equinox-2024-lt","2024","Chevrolet","Equinox","LT","","chevy","fixed_interval","volume_suv","volume","","","target","2024 Chevrolet Equinox"
"947","chevrolet-equinox-2024-rs","2024","Chevrolet","Equinox","RS","","chevy","fixed_interval","volume_suv","volume","","","target","2024 Chevrolet Equinox"
"948","chevrolet-equinox-2024-activ","2024","Chevrolet","Equinox","Activ","","chevy","fixed_interval","volume_suv","volume","","","target","2024 Chevrolet Equinox"
"949","chevrolet-equinox-2023-lt","2023","Chevrolet","Equinox","LT","","chevy","fixed_interval","volume_suv","volume","","","target","2023 Chevrolet Equinox"
"950","chevrolet-equinox-2023-rs","2023","Chevrolet","Equinox","RS","","chevy","fixed_interval","volume_suv","volume","","","target","2023 Chevrolet Equinox"
"951","chevrolet-equinox-2023-activ","2023","Chevrolet","Equinox","Activ","","chevy","fixed_interval","volume_suv","volume","","","target","2023 Chevrolet Equinox"
"952","chevrolet-equinox-2022-lt","2022","Chevrolet","Equinox","LT","","chevy","fixed_interval","volume_suv","volume","","","target","2022 Chevrolet Equinox"
"953","chevrolet-equinox-2022-rs","2022","Chevrolet","Equinox","RS","","chevy","fixed_interval","volume_suv","volume","","","target","2022 Chevrolet Equinox"
"954","chevrolet-equinox-2022-activ","2022","Chevrolet","Equinox","Activ","","chevy","fixed_interval","volume_suv","volume","","","target","2022 Chevrolet Equinox"
"955","chevrolet-equinox-2021-lt","2021","Chevrolet","Equinox","LT","","chevy","fixed_interval","volume_suv","volume","","","target","2021 Chevrolet Equinox"
"956","chevrolet-equinox-2021-rs","2021","Chevrolet","Equinox","RS","","chevy","fixed_interval","volume_suv","volume","","","target","2021 Chevrolet Equinox"
"957","chevrolet-equinox-2021-activ","2021","Chevrolet","Equinox","Activ","","chevy","fixed_interval","volume_suv","volume","","","target","2021 Chevrolet Equinox"
"958","chevrolet-equinox-2020-lt","2020","Chevrolet","Equinox","LT","","chevy","fixed_interval","volume_suv","volume","","","target","2020 Chevrolet Equinox"
"959","chevrolet-equinox-2020-rs","2020","Chevrolet","Equinox","RS","","chevy","fixed_interval","volume_suv","volume","","","target","2020 Chevrolet Equinox"
"960","chevrolet-equinox-2020-activ","2020","Chevrolet","Equinox","Activ","","chevy","fixed_interval","volume_suv","volume","","","target","2020 Chevrolet Equinox"
"961","toyota-camry-2025-le","2025","Toyota","Camry","LE","","toyota","fixed_interval","volume_sedan","volume","","","target","2025 Toyota Camry"
"962","toyota-camry-2025-se","2025","Toyota","Camry","SE","","toyota","fixed_interval","volume_sedan","volume","","","target","2025 Toyota Camry"
"963","toyota-camry-2025-xse","2025","Toyota","Camry","XSE","","toyota","fixed_interval","volume_sedan","volume","","","target","2025 Toyota Camry"
"964","toyota-camry-2024-le","2024","Toyota","Camry","LE","","toyota","fixed_interval","volume_sedan","volume","","","in_catalog","2024 Toyota Camry"
"965","toyota-camry-2024-se","2024","Toyota","Camry","SE","","toyota","fixed_interval","volume_sedan","volume","","","target","2024 Toyota Camry"
"966","toyota-camry-2024-xse","2024","Toyota","Camry","XSE","","toyota","fixed_interval","volume_sedan","volume","","","in_catalog","2024 Toyota Camry"
"967","toyota-camry-2023-le","2023","Toyota","Camry","LE","","toyota","fixed_interval","volume_sedan","volume","","","target","2023 Toyota Camry"
"968","toyota-camry-2023-se","2023","Toyota","Camry","SE","","toyota","fixed_interval","volume_sedan","volume","","","target","2023 Toyota Camry"
"969","toyota-camry-2023-xse","2023","Toyota","Camry","XSE","","toyota","fixed_interval","volume_sedan","volume","","","target","2023 Toyota Camry"
"970","toyota-camry-2022-le","2022","Toyota","Camry","LE","","toyota","fixed_interval","volume_sedan","volume","","","target","2022 Toyota Camry"
"971","toyota-camry-2022-se","2022","Toyota","Camry","SE","","toyota","fixed_interval","volume_sedan","volume","","","target","2022 Toyota Camry"
"972","toyota-camry-2022-xse","2022","Toyota","Camry","XSE","","toyota","fixed_interval","volume_sedan","volume","","","target","2022 Toyota Camry"
"973","toyota-camry-2021-le","2021","Toyota","Camry","LE","","toyota","fixed_interval","volume_sedan","volume","","","target","2021 Toyota Camry"
"974","toyota-camry-2021-se","2021","Toyota","Camry","SE","","toyota","fixed_interval","volume_sedan","volume","","","target","2021 Toyota Camry"
"975","toyota-camry-2021-xse","2021","Toyota","Camry","XSE","","toyota","fixed_interval","volume_sedan","volume","","","target","2021 Toyota Camry"
"976","toyota-camry-2020-le","2020","Toyota","Camry","LE","","toyota","fixed_interval","volume_sedan","volume","","","target","2020 Toyota Camry"
"977","toyota-camry-2020-se","2020","Toyota","Camry","SE","","toyota","fixed_interval","volume_sedan","volume","","","target","2020 Toyota Camry"
"978","toyota-camry-2020-xse","2020","Toyota","Camry","XSE","","toyota","fixed_interval","volume_sedan","volume","","","target","2020 Toyota Camry"
"979","honda-civic-2025-sport","2025","Honda","Civic","Sport","","honda","maintenance_minder","volume_sedan","volume","","","target","2025 Honda Civic"
"980","honda-civic-2025-ex","2025","Honda","Civic","EX","","honda","maintenance_minder","volume_sedan","volume","","","target","2025 Honda Civic"
"981","honda-civic-2025-touring","2025","Honda","Civic","Touring","","honda","maintenance_minder","volume_sedan","volume","","","target","2025 Honda Civic"
"982","honda-civic-2024-sport","2024","Honda","Civic","Sport","","honda","maintenance_minder","volume_sedan","volume","","","in_catalog","2024 Honda Civic"
"983","honda-civic-2024-ex","2024","Honda","Civic","EX","","honda","maintenance_minder","volume_sedan","volume","","","target","2024 Honda Civic"
"984","honda-civic-2024-touring","2024","Honda","Civic","Touring","","honda","maintenance_minder","volume_sedan","volume","","","target","2024 Honda Civic"
"985","honda-civic-2023-sport","2023","Honda","Civic","Sport","","honda","maintenance_minder","volume_sedan","volume","","","target","2023 Honda Civic"
"986","honda-civic-2023-ex","2023","Honda","Civic","EX","","honda","maintenance_minder","volume_sedan","volume","","","target","2023 Honda Civic"
"987","honda-civic-2023-touring","2023","Honda","Civic","Touring","","honda","maintenance_minder","volume_sedan","volume","","","target","2023 Honda Civic"
"988","honda-civic-2022-sport","2022","Honda","Civic","Sport","","honda","maintenance_minder","volume_sedan","volume","","","target","2022 Honda Civic"
"989","honda-civic-2022-ex","2022","Honda","Civic","EX","","honda","maintenance_minder","volume_sedan","volume","","","target","2022 Honda Civic"
"990","honda-civic-2022-touring","2022","Honda","Civic","Touring","","honda","maintenance_minder","volume_sedan","volume","","","target","2022 Honda Civic"
"991","honda-civic-2021-sport","2021","Honda","Civic","Sport","","honda","maintenance_minder","volume_sedan","volume","","","target","2021 Honda Civic"
"992","honda-civic-2021-ex","2021","Honda","Civic","EX","","honda","maintenance_minder","volume_sedan","volume","","","target","2021 Honda Civic"
"993","honda-civic-2021-touring","2021","Honda","Civic","Touring","","honda","maintenance_minder","volume_sedan","volume","","","target","2021 Honda Civic"
"994","honda-civic-2020-sport","2020","Honda","Civic","Sport","","honda","maintenance_minder","volume_sedan","volume","","","target","2020 Honda Civic"
"995","honda-civic-2020-ex","2020","Honda","Civic","EX","","honda","maintenance_minder","volume_sedan","volume","","","target","2020 Honda Civic"
"996","honda-civic-2020-touring","2020","Honda","Civic","Touring","","honda","maintenance_minder","volume_sedan","volume","","","target","2020 Honda Civic"
"997","toyota-corolla-2025-le","2025","Toyota","Corolla","LE","","toyota","fixed_interval","volume_sedan","volume","","","target","2025 Toyota Corolla"
"998","toyota-corolla-2025-se","2025","Toyota","Corolla","SE","","toyota","fixed_interval","volume_sedan","volume","","","target","2025 Toyota Corolla"
"999","toyota-corolla-2025-xse","2025","Toyota","Corolla","XSE","","toyota","fixed_interval","volume_sedan","volume","","","target","2025 Toyota Corolla"
"1000","toyota-corolla-2024-le","2024","Toyota","Corolla","LE","","toyota","fixed_interval","volume_sedan","volume","","","in_catalog","2024 Toyota Corolla"
"1001","toyota-corolla-2024-se","2024","Toyota","Corolla","SE","","toyota","fixed_interval","volume_sedan","volume","","","target","2024 Toyota Corolla"
"1002","toyota-corolla-2024-xse","2024","Toyota","Corolla","XSE","","toyota","fixed_interval","volume_sedan","volume","","","target","2024 Toyota Corolla"
"1003","toyota-corolla-2023-le","2023","Toyota","Corolla","LE","","toyota","fixed_interval","volume_sedan","volume","","","target","2023 Toyota Corolla"
"1004","toyota-corolla-2023-se","2023","Toyota","Corolla","SE","","toyota","fixed_interval","volume_sedan","volume","","","target","2023 Toyota Corolla"
"1005","toyota-corolla-2023-xse","2023","Toyota","Corolla","XSE","","toyota","fixed_interval","volume_sedan","volume","","","target","2023 Toyota Corolla"
"1006","toyota-corolla-2022-le","2022","Toyota","Corolla","LE","","toyota","fixed_interval","volume_sedan","volume","","","target","2022 Toyota Corolla"
"1007","toyota-corolla-2022-se","2022","Toyota","Corolla","SE","","toyota","fixed_interval","volume_sedan","volume","","","target","2022 Toyota Corolla"
"1008","toyota-corolla-2022-xse","2022","Toyota","Corolla","XSE","","toyota","fixed_interval","volume_sedan","volume","","","target","2022 Toyota Corolla"
"1009","toyota-corolla-2021-le","2021","Toyota","Corolla","LE","","toyota","fixed_interval","volume_sedan","volume","","","target","2021 Toyota Corolla"
"1010","toyota-corolla-2021-se","2021","Toyota","Corolla","SE","","toyota","fixed_interval","volume_sedan","volume","","","target","2021 Toyota Corolla"
"1011","toyota-corolla-2021-xse","2021","Toyota","Corolla","XSE","","toyota","fixed_interval","volume_sedan","volume","","","target","2021 Toyota Corolla"
"1012","toyota-corolla-2020-le","2020","Toyota","Corolla","LE","","toyota","fixed_interval","volume_sedan","volume","","","target","2020 Toyota Corolla"
"1013","toyota-corolla-2020-se","2020","Toyota","Corolla","SE","","toyota","fixed_interval","volume_sedan","volume","","","target","2020 Toyota Corolla"
"1014","toyota-corolla-2020-xse","2020","Toyota","Corolla","XSE","","toyota","fixed_interval","volume_sedan","volume","","","target","2020 Toyota Corolla"
"1015","toyota-highlander-2025-le","2025","Toyota","Highlander","LE","","toyota","fixed_interval","volume_suv","volume","","","target","2025 Toyota Highlander"
"1016","toyota-highlander-2025-xle","2025","Toyota","Highlander","XLE","","toyota","fixed_interval","volume_suv","volume","","","target","2025 Toyota Highlander"
"1017","toyota-highlander-2025-limited","2025","Toyota","Highlander","Limited","","toyota","fixed_interval","volume_suv","volume","","","target","2025 Toyota Highlander"
"1018","toyota-highlander-2025-xle-hybrid","2025","Toyota","Highlander","XLE","Hybrid","toyota","fixed_interval","volume_suv","volume","","","target","2025 Toyota Highlander"
"1019","toyota-highlander-2024-le","2024","Toyota","Highlander","LE","","toyota","fixed_interval","volume_suv","volume","","","in_catalog","2024 Toyota Highlander"
"1020","toyota-highlander-2024-xle","2024","Toyota","Highlander","XLE","","toyota","fixed_interval","volume_suv","volume","","","target","2024 Toyota Highlander"
"1021","toyota-highlander-2024-limited","2024","Toyota","Highlander","Limited","","toyota","fixed_interval","volume_suv","volume","","","target","2024 Toyota Highlander"
"1022","toyota-highlander-2024-xle-hybrid","2024","Toyota","Highlander","XLE","Hybrid","toyota","fixed_interval","volume_suv","volume","","","target","2024 Toyota Highlander"
"1023","toyota-highlander-2023-le","2023","Toyota","Highlander","LE","","toyota","fixed_interval","volume_suv","volume","","","target","2023 Toyota Highlander"
"1024","toyota-highlander-2023-xle","2023","Toyota","Highlander","XLE","","toyota","fixed_interval","volume_suv","volume","","","target","2023 Toyota Highlander"
"1025","toyota-highlander-2023-limited","2023","Toyota","Highlander","Limited","","toyota","fixed_interval","volume_suv","volume","","","target","2023 Toyota Highlander"
"1026","toyota-highlander-2023-xle-hybrid","2023","Toyota","Highlander","XLE","Hybrid","toyota","fixed_interval","volume_suv","volume","","","target","2023 Toyota Highlander"
"1027","toyota-highlander-2022-le","2022","Toyota","Highlander","LE","","toyota","fixed_interval","volume_suv","volume","","","target","2022 Toyota Highlander"
"1028","toyota-highlander-2022-xle","2022","Toyota","Highlander","XLE","","toyota","fixed_interval","volume_suv","volume","","","target","2022 Toyota Highlander"
"1029","toyota-highlander-2022-limited","2022","Toyota","Highlander","Limited","","toyota","fixed_interval","volume_suv","volume","","","target","2022 Toyota Highlander"
"1030","toyota-highlander-2022-xle-hybrid","2022","Toyota","Highlander","XLE","Hybrid","toyota","fixed_interval","volume_suv","volume","","","target","2022 Toyota Highlander"
"1031","toyota-highlander-2021-le","2021","Toyota","Highlander","LE","","toyota","fixed_interval","volume_suv","volume","","","target","2021 Toyota Highlander"
"1032","toyota-highlander-2021-xle","2021","Toyota","Highlander","XLE","","toyota","fixed_interval","volume_suv","volume","","","target","2021 Toyota Highlander"
"1033","toyota-highlander-2021-limited","2021","Toyota","Highlander","Limited","","toyota","fixed_interval","volume_suv","volume","","","target","2021 Toyota Highlander"
"1034","toyota-highlander-2021-xle-hybrid","2021","Toyota","Highlander","XLE","Hybrid","toyota","fixed_interval","volume_suv","volume","","","target","2021 Toyota Highlander"
"1035","toyota-highlander-2020-le","2020","Toyota","Highlander","LE","","toyota","fixed_interval","volume_suv","volume","","","target","2020 Toyota Highlander"
"1036","toyota-highlander-2020-xle","2020","Toyota","Highlander","XLE","","toyota","fixed_interval","volume_suv","volume","","","target","2020 Toyota Highlander"
"1037","toyota-highlander-2020-limited","2020","Toyota","Highlander","Limited","","toyota","fixed_interval","volume_suv","volume","","","target","2020 Toyota Highlander"
"1038","toyota-highlander-2020-xle-hybrid","2020","Toyota","Highlander","XLE","Hybrid","toyota","fixed_interval","volume_suv","volume","","","target","2020 Toyota Highlander"
