priority,pack_id,year,make,model,trim,powertrain,oem_family,schedule_kind,segment,manual_share_policy,retry_kind,v1_blocked_reason
"1227","kia-telluride-2025-sx","2025","Kia","Telluride","SX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1229","kia-telluride-2024-ex","2024","Kia","Telluride","EX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1230","kia-telluride-2024-sx","2024","Kia","Telluride","SX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1231","kia-telluride-2023-lx","2023","Kia","Telluride","LX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1232","kia-telluride-2023-ex","2023","Kia","Telluride","EX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1233","kia-telluride-2023-sx","2023","Kia","Telluride","SX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1234","kia-telluride-2022-lx","2022","Kia","Telluride","LX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1235","kia-telluride-2022-ex","2022","Kia","Telluride","EX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1236","kia-telluride-2022-sx","2022","Kia","Telluride","SX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1237","kia-telluride-2021-lx","2021","Kia","Telluride","LX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1238","kia-telluride-2021-ex","2021","Kia","Telluride","EX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1239","kia-telluride-2021-sx","2021","Kia","Telluride","SX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1240","kia-telluride-2020-lx","2020","Kia","Telluride","LX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1241","kia-telluride-2020-ex","2020","Kia","Telluride","EX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1242","kia-telluride-2020-sx","2020","Kia","Telluride","SX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1265","ford-escape-2024-sel","2024","Ford","Escape","SEL","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1266","ford-escape-2024-titanium","2024","Ford","Escape","Titanium","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1267","ford-escape-2023-se","2023","Ford","Escape","SE","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1268","ford-escape-2023-sel","2023","Ford","Escape","SEL","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1269","ford-escape-2023-titanium","2023","Ford","Escape","Titanium","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1270","ford-escape-2022-se","2022","Ford","Escape","SE","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1271","ford-escape-2022-sel","2022","Ford","Escape","SEL","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1272","ford-escape-2022-titanium","2022","Ford","Escape","Titanium","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1273","ford-escape-2021-se","2021","Ford","Escape","SE","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1274","ford-escape-2021-sel","2021","Ford","Escape","SEL","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1275","ford-escape-2021-titanium","2021","Ford","Escape","Titanium","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1276","ford-escape-2020-se","2020","Ford","Escape","SE","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1277","ford-escape-2020-sel","2020","Ford","Escape","SEL","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1278","ford-escape-2020-titanium","2020","Ford","Escape","Titanium","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1279","chevrolet-traverse-2025-lt","2025","Chevrolet","Traverse","LT","","chevy","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html;charset=utf-8; magic <!DOC; size 0 bytes). No alternate direct OEM PDF was verified."
"1280","chevrolet-traverse-2025-rs","2025","Chevrolet","Traverse","RS","","chevy","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html;charset=utf-8; magic <!DOC; size 0 bytes). No alternate direct OEM PDF was verified."
"1281","chevrolet-traverse-2025-premier","2025","Chevrolet","Traverse","Premier","","chevy","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html;charset=utf-8; magic <!DOC; size 0 bytes). No alternate direct OEM PDF was verified."
"1282","chevrolet-traverse-2024-lt","2024","Chevrolet","Traverse","LT","","chevy","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html;charset=utf-8; magic <!DOC; size 0 bytes). No alternate direct OEM PDF was verified."
"1283","chevrolet-traverse-2024-rs","2024","Chevrolet","Traverse","RS","","chevy","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html;charset=utf-8; magic <!DOC; size 0 bytes). No alternate direct OEM PDF was verified."
"1284","chevrolet-traverse-2024-premier","2024","Chevrolet","Traverse","Premier","","chevy","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html;charset=utf-8; magic <!DOC; size 0 bytes). No alternate direct OEM PDF was verified."
"1285","chevrolet-traverse-2023-lt","2023","Chevrolet","Traverse","LT","","chevy","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html;charset=utf-8; magic <!DOC; size 0 bytes). No alternate direct OEM PDF was verified."
"1286","chevrolet-traverse-2023-rs","2023","Chevrolet","Traverse","RS","","chevy","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html;charset=utf-8; magic <!DOC; size 0 bytes). No alternate direct OEM PDF was verified."
"1287","chevrolet-traverse-2023-premier","2023","Chevrolet","Traverse","Premier","","chevy","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html;charset=utf-8; magic <!DOC; size 0 bytes). No alternate direct OEM PDF was verified."
"1315","hyundai-elantra-2025-se","2025","Hyundai","Elantra","SE","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1316","hyundai-elantra-2025-sel","2025","Hyundai","Elantra","SEL","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1317","hyundai-elantra-2025-limited","2025","Hyundai","Elantra","Limited","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1319","hyundai-elantra-2024-sel","2024","Hyundai","Elantra","SEL","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1320","hyundai-elantra-2024-limited","2024","Hyundai","Elantra","Limited","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1321","hyundai-elantra-2023-se","2023","Hyundai","Elantra","SE","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1322","hyundai-elantra-2023-sel","2023","Hyundai","Elantra","SEL","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1323","hyundai-elantra-2023-limited","2023","Hyundai","Elantra","Limited","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1324","hyundai-elantra-2022-se","2022","Hyundai","Elantra","SE","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1325","hyundai-elantra-2022-sel","2022","Hyundai","Elantra","SEL","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1326","hyundai-elantra-2022-limited","2022","Hyundai","Elantra","Limited","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1327","hyundai-elantra-2021-se","2021","Hyundai","Elantra","SE","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1328","hyundai-elantra-2021-sel","2021","Hyundai","Elantra","SEL","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1329","hyundai-elantra-2021-limited","2021","Hyundai","Elantra","Limited","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1330","hyundai-elantra-2020-se","2020","Hyundai","Elantra","SE","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1331","hyundai-elantra-2020-sel","2020","Hyundai","Elantra","SEL","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1332","hyundai-elantra-2020-limited","2020","Hyundai","Elantra","Limited","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1333","kia-k5-2025-lxs","2025","Kia","K5","LXS","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1334","kia-k5-2025-gt-line","2025","Kia","K5","GT-Line","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1335","kia-k5-2025-ex","2025","Kia","K5","EX","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1337","kia-k5-2024-gt-line","2024","Kia","K5","GT-Line","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1338","kia-k5-2024-ex","2024","Kia","K5","EX","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1339","kia-k5-2023-lxs","2023","Kia","K5","LXS","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1340","kia-k5-2023-gt-line","2023","Kia","K5","GT-Line","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1341","kia-k5-2023-ex","2023","Kia","K5","EX","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1342","kia-k5-2022-lxs","2022","Kia","K5","LXS","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1343","kia-k5-2022-gt-line","2022","Kia","K5","GT-Line","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1344","kia-k5-2022-ex","2022","Kia","K5","EX","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1345","kia-k5-2021-lxs","2021","Kia","K5","LXS","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1346","kia-k5-2021-gt-line","2021","Kia","K5","GT-Line","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1347","kia-k5-2021-ex","2021","Kia","K5","EX","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1348","subaru-crosstrek-2025-base","2025","Subaru","Crosstrek","Base","","subaru","fixed_interval","volume_suv","","tier_d","No exact or permitted adjacent-year direct Subaru USA maintenance PDF found."
"1349","subaru-crosstrek-2025-premium","2025","Subaru","Crosstrek","Premium","","subaru","fixed_interval","volume_suv","","tier_d","No exact or permitted adjacent-year direct Subaru USA maintenance PDF found."
"1350","subaru-crosstrek-2025-limited","2025","Subaru","Crosstrek","Limited","","subaru","fixed_interval","volume_suv","","tier_d","No exact or permitted adjacent-year direct Subaru USA maintenance PDF found."
"1360","subaru-crosstrek-2021-base","2021","Subaru","Crosstrek","Base","","subaru","fixed_interval","volume_suv","","tier_d","No exact or permitted adjacent-year direct Subaru USA maintenance PDF found."
"1361","subaru-crosstrek-2021-premium","2021","Subaru","Crosstrek","Premium","","subaru","fixed_interval","volume_suv","","tier_d","No exact or permitted adjacent-year direct Subaru USA maintenance PDF found."
"1362","subaru-crosstrek-2021-limited","2021","Subaru","Crosstrek","Limited","","subaru","fixed_interval","volume_suv","","tier_d","No exact or permitted adjacent-year direct Subaru USA maintenance PDF found."
"1363","subaru-crosstrek-2020-base","2020","Subaru","Crosstrek","Base","","subaru","fixed_interval","volume_suv","","tier_d","No exact or permitted adjacent-year direct Subaru USA maintenance PDF found."
"1364","subaru-crosstrek-2020-premium","2020","Subaru","Crosstrek","Premium","","subaru","fixed_interval","volume_suv","","tier_d","No exact or permitted adjacent-year direct Subaru USA maintenance PDF found."
"1365","subaru-crosstrek-2020-limited","2020","Subaru","Crosstrek","Limited","","subaru","fixed_interval","volume_suv","","tier_d","No exact or permitted adjacent-year direct Subaru USA maintenance PDF found."
"1414","mazda-cx-30-2025-select","2025","Mazda","CX-30","Select","","mazda","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; charset=utf-8; magic"
"1415","mazda-cx-30-2025-preferred","2025","Mazda","CX-30","Preferred","","mazda","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; charset=utf-8; magic"
"1416","mazda-cx-30-2025-premium","2025","Mazda","CX-30","Premium","","mazda","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; charset=utf-8; magic"
"1432","volkswagen-jetta-2025-s","2025","Volkswagen","Jetta","S","","vw","fixed_interval","volume_sedan","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1433","volkswagen-jetta-2025-se","2025","Volkswagen","Jetta","SE","","vw","fixed_interval","volume_sedan","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1434","volkswagen-jetta-2025-sel","2025","Volkswagen","Jetta","SEL","","vw","fixed_interval","volume_sedan","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1435","volkswagen-jetta-2024-s","2024","Volkswagen","Jetta","S","","vw","fixed_interval","volume_sedan","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1436","volkswagen-jetta-2024-se","2024","Volkswagen","Jetta","SE","","vw","fixed_interval","volume_sedan","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1437","volkswagen-jetta-2024-sel","2024","Volkswagen","Jetta","SEL","","vw","fixed_interval","volume_sedan","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1438","volkswagen-jetta-2023-s","2023","Volkswagen","Jetta","S","","vw","fixed_interval","volume_sedan","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1439","volkswagen-jetta-2023-se","2023","Volkswagen","Jetta","SE","","vw","fixed_interval","volume_sedan","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1440","volkswagen-jetta-2023-sel","2023","Volkswagen","Jetta","SEL","","vw","fixed_interval","volume_sedan","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1441","volkswagen-jetta-2022-s","2022","Volkswagen","Jetta","S","","vw","fixed_interval","volume_sedan","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1442","volkswagen-jetta-2022-se","2022","Volkswagen","Jetta","SE","","vw","fixed_interval","volume_sedan","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1443","volkswagen-jetta-2022-sel","2022","Volkswagen","Jetta","SEL","","vw","fixed_interval","volume_sedan","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1444","volkswagen-jetta-2021-s","2021","Volkswagen","Jetta","S","","vw","fixed_interval","volume_sedan","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1445","volkswagen-jetta-2021-se","2021","Volkswagen","Jetta","SE","","vw","fixed_interval","volume_sedan","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1446","volkswagen-jetta-2021-sel","2021","Volkswagen","Jetta","SEL","","vw","fixed_interval","volume_sedan","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1447","volkswagen-jetta-2020-s","2020","Volkswagen","Jetta","S","","vw","fixed_interval","volume_sedan","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1448","volkswagen-jetta-2020-se","2020","Volkswagen","Jetta","SE","","vw","fixed_interval","volume_sedan","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1449","volkswagen-jetta-2020-sel","2020","Volkswagen","Jetta","SEL","","vw","fixed_interval","volume_sedan","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1450","subaru-impreza-2025-base","2025","Subaru","Impreza","Base","","subaru","fixed_interval","volume_sedan","","tier_d","No exact or permitted adjacent-year direct Subaru USA maintenance PDF found."
"1451","subaru-impreza-2025-premium","2025","Subaru","Impreza","Premium","","subaru","fixed_interval","volume_sedan","","tier_d","No exact or permitted adjacent-year direct Subaru USA maintenance PDF found."
"1452","subaru-impreza-2025-sport","2025","Subaru","Impreza","Sport","","subaru","fixed_interval","volume_sedan","","tier_d","No exact or permitted adjacent-year direct Subaru USA maintenance PDF found."
"1462","subaru-impreza-2021-base","2021","Subaru","Impreza","Base","","subaru","fixed_interval","volume_sedan","","tier_d","No exact or permitted adjacent-year direct Subaru USA maintenance PDF found."
"1463","subaru-impreza-2021-premium","2021","Subaru","Impreza","Premium","","subaru","fixed_interval","volume_sedan","","tier_d","No exact or permitted adjacent-year direct Subaru USA maintenance PDF found."
"1464","subaru-impreza-2021-sport","2021","Subaru","Impreza","Sport","","subaru","fixed_interval","volume_sedan","","tier_d","No exact or permitted adjacent-year direct Subaru USA maintenance PDF found."
"1465","subaru-impreza-2020-base","2020","Subaru","Impreza","Base","","subaru","fixed_interval","volume_sedan","","tier_d","No exact or permitted adjacent-year direct Subaru USA maintenance PDF found."
"1466","subaru-impreza-2020-premium","2020","Subaru","Impreza","Premium","","subaru","fixed_interval","volume_sedan","","tier_d","No exact or permitted adjacent-year direct Subaru USA maintenance PDF found."
"1467","subaru-impreza-2020-sport","2020","Subaru","Impreza","Sport","","subaru","fixed_interval","volume_sedan","","tier_d","No exact or permitted adjacent-year direct Subaru USA maintenance PDF found."
"1468","honda-passport-2025-ex-l","2025","Honda","Passport","EX-L","","honda","maintenance_minder","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; magic <!DOC; size 1245 bytes). No alternate direct OEM PDF was verified."
"1469","honda-passport-2025-touring","2025","Honda","Passport","Touring","","honda","maintenance_minder","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; magic <!DOC; size 1245 bytes). No alternate direct OEM PDF was verified."
"1470","honda-passport-2025-elite","2025","Honda","Passport","Elite","","honda","maintenance_minder","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; magic <!DOC; size 1245 bytes). No alternate direct OEM PDF was verified."
"1472","honda-passport-2024-touring","2024","Honda","Passport","Touring","","honda","maintenance_minder","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; magic <!DOC; size 1245 bytes). No alternate direct OEM PDF was verified."
"1473","honda-passport-2024-elite","2024","Honda","Passport","Elite","","honda","maintenance_minder","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; magic <!DOC; size 1245 bytes). No alternate direct OEM PDF was verified."
"1474","honda-passport-2023-ex-l","2023","Honda","Passport","EX-L","","honda","maintenance_minder","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; magic <!DOC; size 1245 bytes). No alternate direct OEM PDF was verified."
"1475","honda-passport-2023-touring","2023","Honda","Passport","Touring","","honda","maintenance_minder","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; magic <!DOC; size 1245 bytes). No alternate direct OEM PDF was verified."
"1476","honda-passport-2023-elite","2023","Honda","Passport","Elite","","honda","maintenance_minder","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; magic <!DOC; size 1245 bytes). No alternate direct OEM PDF was verified."
"1477","honda-passport-2022-ex-l","2022","Honda","Passport","EX-L","","honda","maintenance_minder","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; magic <!DOC; size 1245 bytes). No alternate direct OEM PDF was verified."
"1478","honda-passport-2022-touring","2022","Honda","Passport","Touring","","honda","maintenance_minder","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; magic <!DOC; size 1245 bytes). No alternate direct OEM PDF was verified."
"1479","honda-passport-2022-elite","2022","Honda","Passport","Elite","","honda","maintenance_minder","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; magic <!DOC; size 1245 bytes). No alternate direct OEM PDF was verified."
"1480","honda-passport-2021-ex-l","2021","Honda","Passport","EX-L","","honda","maintenance_minder","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; magic <!DOC; size 1245 bytes). No alternate direct OEM PDF was verified."
"1481","honda-passport-2021-touring","2021","Honda","Passport","Touring","","honda","maintenance_minder","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; magic <!DOC; size 1245 bytes). No alternate direct OEM PDF was verified."
"1482","honda-passport-2021-elite","2021","Honda","Passport","Elite","","honda","maintenance_minder","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; magic <!DOC; size 1245 bytes). No alternate direct OEM PDF was verified."
"1483","honda-passport-2020-ex-l","2020","Honda","Passport","EX-L","","honda","maintenance_minder","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; magic <!DOC; size 1245 bytes). No alternate direct OEM PDF was verified."
"1484","honda-passport-2020-touring","2020","Honda","Passport","Touring","","honda","maintenance_minder","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; magic <!DOC; size 1245 bytes). No alternate direct OEM PDF was verified."
"1485","honda-passport-2020-elite","2020","Honda","Passport","Elite","","honda","maintenance_minder","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 404; content-type text/html; magic <!DOC; size 1245 bytes). No alternate direct OEM PDF was verified."
"1504","toyota-sienna-2025-le-hybrid","2025","Toyota","Sienna","LE","Hybrid","toyota","fixed_interval","volume_minivan","","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"1505","toyota-sienna-2025-xle-hybrid","2025","Toyota","Sienna","XLE","Hybrid","toyota","fixed_interval","volume_minivan","","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"1506","toyota-sienna-2025-limited-hybrid","2025","Toyota","Sienna","Limited","Hybrid","toyota","fixed_interval","volume_minivan","","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"1507","toyota-sienna-2024-le-hybrid","2024","Toyota","Sienna","LE","Hybrid","toyota","fixed_interval","volume_minivan","","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"1508","toyota-sienna-2024-xle-hybrid","2024","Toyota","Sienna","XLE","Hybrid","toyota","fixed_interval","volume_minivan","","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"1509","toyota-sienna-2024-limited-hybrid","2024","Toyota","Sienna","Limited","Hybrid","toyota","fixed_interval","volume_minivan","","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"1519","tesla-model-y-2025-long-range","2025","Tesla","Model Y","Long Range","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1520","tesla-model-y-2025-performance","2025","Tesla","Model Y","Performance","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1522","tesla-model-y-2024-performance","2024","Tesla","Model Y","Performance","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1523","tesla-model-y-2023-long-range","2023","Tesla","Model Y","Long Range","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
