priority,pack_id,year,make,model,trim,powertrain,segment,oem_family,schedule_kind,source_tier,primary_pdf_url,alternate_pdf_urls,manual_type,maintenance_section_title,manual_share_applied,shared_from_pack_id,estimated_pdf_pages,http_status,content_type,sha256_if_downloaded,confidence,notes,blocked_reason
"1449","volkswagen-jetta-2020-sel","2020","Volkswagen","Jetta","SEL","","volume_sedan","vw","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No direct public Volkswagen owner-literature PDF document ID was verified for this exact model year; portal/HTML records are insufficient."
"1450","subaru-impreza-2025-base","2025","Subaru","Impreza","Base","","volume_sedan","subaru","fixed_interval","B","https://techinfo.subaru.com/stis/doc/warrantyBooklet/6692719_25b_Subaru_HYBRID_Warranty_and_Maintenance_TEXT_040225_HR.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","subaru-outback-2025-base","32","200","application/pdf","2781e6337737b3e38c8d304a1e200c33419c08de3ccdcb58e08e93ef73924fe9","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 332656 bytes, SHA-256 2781e6337737b3e38c8d304a1e200c33419c08de3ccdcb58e08e93ef73924fe9. OEM host techinfo.subaru.com; extracted text confirms 2025 Impreza applicability and a complete maintenance section. Same validated document shared from subaru-outback-2025-base.",""
"1451","subaru-impreza-2025-premium","2025","Subaru","Impreza","Premium","","volume_sedan","subaru","fixed_interval","B","https://techinfo.subaru.com/stis/doc/warrantyBooklet/6692719_25b_Subaru_HYBRID_Warranty_and_Maintenance_TEXT_040225_HR.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","subaru-outback-2025-base","32","200","application/pdf","2781e6337737b3e38c8d304a1e200c33419c08de3ccdcb58e08e93ef73924fe9","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 332656 bytes, SHA-256 2781e6337737b3e38c8d304a1e200c33419c08de3ccdcb58e08e93ef73924fe9. OEM host techinfo.subaru.com; extracted text confirms 2025 Impreza applicability and a complete maintenance section. Same validated document shared from subaru-outback-2025-base.",""
"1452","subaru-impreza-2025-sport","2025","Subaru","Impreza","Sport","","volume_sedan","subaru","fixed_interval","B","https://techinfo.subaru.com/stis/doc/warrantyBooklet/6692719_25b_Subaru_HYBRID_Warranty_and_Maintenance_TEXT_040225_HR.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","subaru-outback-2025-base","32","200","application/pdf","2781e6337737b3e38c8d304a1e200c33419c08de3ccdcb58e08e93ef73924fe9","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 332656 bytes, SHA-256 2781e6337737b3e38c8d304a1e200c33419c08de3ccdcb58e08e93ef73924fe9. OEM host techinfo.subaru.com; extracted text confirms 2025 Impreza applicability and a complete maintenance section. Same validated document shared from subaru-outback-2025-base.",""
"1462","subaru-impreza-2021-base","2021","Subaru","Impreza","Base","","volume_sedan","subaru","fixed_interval","B","https://techinfo.subaru.com/stis/doc/warrantyBooklet/2021_war_and_maint__081120.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","subaru-outback-2021-base","32","200","application/pdf","11afb9c2faaf27e068fd162c4f4315f187e6599d38c714374389de49f23b7984","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 558283 bytes, SHA-256 11afb9c2faaf27e068fd162c4f4315f187e6599d38c714374389de49f23b7984. OEM host techinfo.subaru.com; extracted text confirms 2021 Impreza applicability and a complete maintenance section. Same validated document shared from subaru-outback-2021-base.",""
"1463","subaru-impreza-2021-premium","2021","Subaru","Impreza","Premium","","volume_sedan","subaru","fixed_interval","B","https://techinfo.subaru.com/stis/doc/warrantyBooklet/2021_war_and_maint__081120.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","subaru-outback-2021-base","32","200","application/pdf","11afb9c2faaf27e068fd162c4f4315f187e6599d38c714374389de49f23b7984","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 558283 bytes, SHA-256 11afb9c2faaf27e068fd162c4f4315f187e6599d38c714374389de49f23b7984. OEM host techinfo.subaru.com; extracted text confirms 2021 Impreza applicability and a complete maintenance section. Same validated document shared from subaru-outback-2021-base.",""
"1464","subaru-impreza-2021-sport","2021","Subaru","Impreza","Sport","","volume_sedan","subaru","fixed_interval","B","https://techinfo.subaru.com/stis/doc/warrantyBooklet/2021_war_and_maint__081120.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","subaru-outback-2021-base","32","200","application/pdf","11afb9c2faaf27e068fd162c4f4315f187e6599d38c714374389de49f23b7984","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 558283 bytes, SHA-256 11afb9c2faaf27e068fd162c4f4315f187e6599d38c714374389de49f23b7984. OEM host techinfo.subaru.com; extracted text confirms 2021 Impreza applicability and a complete maintenance section. Same validated document shared from subaru-outback-2021-base.",""
"1465","subaru-impreza-2020-base","2020","Subaru","Impreza","Base","","volume_sedan","subaru","fixed_interval","B","https://techinfo.subaru.com/stis/doc/warrantyBooklet/2020_war_and_maint__020720.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","subaru-outback-2020-base","32","200","application/pdf","a3278c2c15cf267d2c68bebfb522bda49857a72a63b1d24f74dd13c5e7525011","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 237441 bytes, SHA-256 a3278c2c15cf267d2c68bebfb522bda49857a72a63b1d24f74dd13c5e7525011. OEM host techinfo.subaru.com; extracted text confirms 2020 Impreza applicability and a complete maintenance section. Same validated document shared from subaru-outback-2020-base.",""
"1466","subaru-impreza-2020-premium","2020","Subaru","Impreza","Premium","","volume_sedan","subaru","fixed_interval","B","https://techinfo.subaru.com/stis/doc/warrantyBooklet/2020_war_and_maint__020720.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","subaru-outback-2020-base","32","200","application/pdf","a3278c2c15cf267d2c68bebfb522bda49857a72a63b1d24f74dd13c5e7525011","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 237441 bytes, SHA-256 a3278c2c15cf267d2c68bebfb522bda49857a72a63b1d24f74dd13c5e7525011. OEM host techinfo.subaru.com; extracted text confirms 2020 Impreza applicability and a complete maintenance section. Same validated document shared from subaru-outback-2020-base.",""
"1467","subaru-impreza-2020-sport","2020","Subaru","Impreza","Sport","","volume_sedan","subaru","fixed_interval","B","https://techinfo.subaru.com/stis/doc/warrantyBooklet/2020_war_and_maint__020720.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","subaru-outback-2020-base","32","200","application/pdf","a3278c2c15cf267d2c68bebfb522bda49857a72a63b1d24f74dd13c5e7525011","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 237441 bytes, SHA-256 a3278c2c15cf267d2c68bebfb522bda49857a72a63b1d24f74dd13c5e7525011. OEM host techinfo.subaru.com; extracted text confirms 2020 Impreza applicability and a complete maintenance section. Same validated document shared from subaru-outback-2020-base.",""
"1468","honda-passport-2025-ex-l","2025","Honda","Passport","EX-L","","volume_suv","honda","maintenance_minder","B","https://owners.honda.com/static/pdfs/2025/Passport/2025_Passport_Maintenance_Minder.pdf","","Maintenance Minder guide","Maintenance Minder","no","","6","200","application/pdf","8a62ba071f0e21eacb17f2cf8f17cd9d1b3f1e7215886190a7fe87070be35556","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1230729 bytes, SHA-256 8a62ba071f0e21eacb17f2cf8f17cd9d1b3f1e7215886190a7fe87070be35556. OEM host owners.honda.com; extracted text confirms 2025 Passport applicability and a complete maintenance section. Primary validation row for this document.",""
"1469","honda-passport-2025-touring","2025","Honda","Passport","Touring","","volume_suv","honda","maintenance_minder","B","https://owners.honda.com/static/pdfs/2025/Passport/2025_Passport_Maintenance_Minder.pdf","","Maintenance Minder guide","Maintenance Minder","yes","honda-passport-2025-ex-l","6","200","application/pdf","8a62ba071f0e21eacb17f2cf8f17cd9d1b3f1e7215886190a7fe87070be35556","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1230729 bytes, SHA-256 8a62ba071f0e21eacb17f2cf8f17cd9d1b3f1e7215886190a7fe87070be35556. OEM host owners.honda.com; extracted text confirms 2025 Passport applicability and a complete maintenance section. Same validated document shared from honda-passport-2025-ex-l.",""
"1470","honda-passport-2025-elite","2025","Honda","Passport","Elite","","volume_suv","honda","maintenance_minder","B","https://owners.honda.com/static/pdfs/2025/Passport/2025_Passport_Maintenance_Minder.pdf","","Maintenance Minder guide","Maintenance Minder","yes","honda-passport-2025-ex-l","6","200","application/pdf","8a62ba071f0e21eacb17f2cf8f17cd9d1b3f1e7215886190a7fe87070be35556","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1230729 bytes, SHA-256 8a62ba071f0e21eacb17f2cf8f17cd9d1b3f1e7215886190a7fe87070be35556. OEM host owners.honda.com; extracted text confirms 2025 Passport applicability and a complete maintenance section. Same validated document shared from honda-passport-2025-ex-l.",""
"1472","honda-passport-2024-touring","2024","Honda","Passport","Touring","","volume_suv","honda","maintenance_minder","B","https://owners.honda.com/static/pdfs/2024/Passport/2024_Passport_Maintenance_Minder.pdf","","Maintenance Minder guide","Maintenance Minder","no","","6","200","application/pdf","0cb8ba342617a23008cf640079936e33c9f25742561921eddc6df35ac94f8af0","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1228478 bytes, SHA-256 0cb8ba342617a23008cf640079936e33c9f25742561921eddc6df35ac94f8af0. OEM host owners.honda.com; extracted text confirms 2024 Passport applicability and a complete maintenance section. Primary validation row for this document.",""
"1473","honda-passport-2024-elite","2024","Honda","Passport","Elite","","volume_suv","honda","maintenance_minder","B","https://owners.honda.com/static/pdfs/2024/Passport/2024_Passport_Maintenance_Minder.pdf","","Maintenance Minder guide","Maintenance Minder","yes","honda-passport-2024-touring","6","200","application/pdf","0cb8ba342617a23008cf640079936e33c9f25742561921eddc6df35ac94f8af0","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1228478 bytes, SHA-256 0cb8ba342617a23008cf640079936e33c9f25742561921eddc6df35ac94f8af0. OEM host owners.honda.com; extracted text confirms 2024 Passport applicability and a complete maintenance section. Same validated document shared from honda-passport-2024-touring.",""
"1474","honda-passport-2023-ex-l","2023","Honda","Passport","EX-L","","volume_suv","honda","maintenance_minder","B","https://owners.honda.com/static/pdfs/2023/Passport/2023_Passport_Maintenance_Minder.pdf","","Maintenance Minder guide","Maintenance Minder","no","","6","200","application/pdf","04cff55a05820227b7792fb755e89952f9257b62a3c06c0ab56a212b13c90f21","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 295488 bytes, SHA-256 04cff55a05820227b7792fb755e89952f9257b62a3c06c0ab56a212b13c90f21. OEM host owners.honda.com; extracted text confirms 2023 Passport applicability and a complete maintenance section. Primary validation row for this document.",""
"1475","honda-passport-2023-touring","2023","Honda","Passport","Touring","","volume_suv","honda","maintenance_minder","B","https://owners.honda.com/static/pdfs/2023/Passport/2023_Passport_Maintenance_Minder.pdf","","Maintenance Minder guide","Maintenance Minder","yes","honda-passport-2023-ex-l","6","200","application/pdf","04cff55a05820227b7792fb755e89952f9257b62a3c06c0ab56a212b13c90f21","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 295488 bytes, SHA-256 04cff55a05820227b7792fb755e89952f9257b62a3c06c0ab56a212b13c90f21. OEM host owners.honda.com; extracted text confirms 2023 Passport applicability and a complete maintenance section. Same validated document shared from honda-passport-2023-ex-l.",""
"1476","honda-passport-2023-elite","2023","Honda","Passport","Elite","","volume_suv","honda","maintenance_minder","B","https://owners.honda.com/static/pdfs/2023/Passport/2023_Passport_Maintenance_Minder.pdf","","Maintenance Minder guide","Maintenance Minder","yes","honda-passport-2023-ex-l","6","200","application/pdf","04cff55a05820227b7792fb755e89952f9257b62a3c06c0ab56a212b13c90f21","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 295488 bytes, SHA-256 04cff55a05820227b7792fb755e89952f9257b62a3c06c0ab56a212b13c90f21. OEM host owners.honda.com; extracted text confirms 2023 Passport applicability and a complete maintenance section. Same validated document shared from honda-passport-2023-ex-l.",""
"1477","honda-passport-2022-ex-l","2022","Honda","Passport","EX-L","","volume_suv","honda","maintenance_minder","B","https://owners.honda.com/static/pdfs/2022/Passport/2022_Passport_Maintenance_Minder.pdf","","Maintenance Minder guide","Maintenance Minder","no","","6","200","application/pdf","13b6d8bcc4ea8d472ba1c221fbf9f0b76813b57be6cce2e4fc8fad57ab74dfb4","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 276010 bytes, SHA-256 13b6d8bcc4ea8d472ba1c221fbf9f0b76813b57be6cce2e4fc8fad57ab74dfb4. OEM host owners.honda.com; extracted text confirms 2022 Passport applicability and a complete maintenance section. Primary validation row for this document.",""
"1478","honda-passport-2022-touring","2022","Honda","Passport","Touring","","volume_suv","honda","maintenance_minder","B","https://owners.honda.com/static/pdfs/2022/Passport/2022_Passport_Maintenance_Minder.pdf","","Maintenance Minder guide","Maintenance Minder","yes","honda-passport-2022-ex-l","6","200","application/pdf","13b6d8bcc4ea8d472ba1c221fbf9f0b76813b57be6cce2e4fc8fad57ab74dfb4","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 276010 bytes, SHA-256 13b6d8bcc4ea8d472ba1c221fbf9f0b76813b57be6cce2e4fc8fad57ab74dfb4. OEM host owners.honda.com; extracted text confirms 2022 Passport applicability and a complete maintenance section. Same validated document shared from honda-passport-2022-ex-l.",""
"1479","honda-passport-2022-elite","2022","Honda","Passport","Elite","","volume_suv","honda","maintenance_minder","B","https://owners.honda.com/static/pdfs/2022/Passport/2022_Passport_Maintenance_Minder.pdf","","Maintenance Minder guide","Maintenance Minder","yes","honda-passport-2022-ex-l","6","200","application/pdf","13b6d8bcc4ea8d472ba1c221fbf9f0b76813b57be6cce2e4fc8fad57ab74dfb4","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 276010 bytes, SHA-256 13b6d8bcc4ea8d472ba1c221fbf9f0b76813b57be6cce2e4fc8fad57ab74dfb4. OEM host owners.honda.com; extracted text confirms 2022 Passport applicability and a complete maintenance section. Same validated document shared from honda-passport-2022-ex-l.",""
"1480","honda-passport-2021-ex-l","2021","Honda","Passport","EX-L","","volume_suv","honda","maintenance_minder","B","https://owners.honda.com/static/pdfs/2021/Passport/2021_Passport_Maintenance_Minder.pdf","","Maintenance Minder guide","Maintenance Minder","no","","5","200","application/pdf","3377997a91a4b430406390ca27d27a252d83440d6bfe2d1254cbac6dc6a93857","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 510499 bytes, SHA-256 3377997a91a4b430406390ca27d27a252d83440d6bfe2d1254cbac6dc6a93857. OEM host owners.honda.com; extracted text confirms 2021 Passport applicability and a complete maintenance section. Primary validation row for this document.",""
"1481","honda-passport-2021-touring","2021","Honda","Passport","Touring","","volume_suv","honda","maintenance_minder","B","https://owners.honda.com/static/pdfs/2021/Passport/2021_Passport_Maintenance_Minder.pdf","","Maintenance Minder guide","Maintenance Minder","yes","honda-passport-2021-ex-l","5","200","application/pdf","3377997a91a4b430406390ca27d27a252d83440d6bfe2d1254cbac6dc6a93857","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 510499 bytes, SHA-256 3377997a91a4b430406390ca27d27a252d83440d6bfe2d1254cbac6dc6a93857. OEM host owners.honda.com; extracted text confirms 2021 Passport applicability and a complete maintenance section. Same validated document shared from honda-passport-2021-ex-l.",""
"1482","honda-passport-2021-elite","2021","Honda","Passport","Elite","","volume_suv","honda","maintenance_minder","B","https://owners.honda.com/static/pdfs/2021/Passport/2021_Passport_Maintenance_Minder.pdf","","Maintenance Minder guide","Maintenance Minder","yes","honda-passport-2021-ex-l","5","200","application/pdf","3377997a91a4b430406390ca27d27a252d83440d6bfe2d1254cbac6dc6a93857","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 510499 bytes, SHA-256 3377997a91a4b430406390ca27d27a252d83440d6bfe2d1254cbac6dc6a93857. OEM host owners.honda.com; extracted text confirms 2021 Passport applicability and a complete maintenance section. Same validated document shared from honda-passport-2021-ex-l.",""
"1483","honda-passport-2020-ex-l","2020","Honda","Passport","EX-L","","volume_suv","honda","maintenance_minder","B","https://owners.honda.com/static/pdfs/2020/Passport/2020_Passport_Maintenance_Minder.pdf","","Maintenance Minder guide","Maintenance Minder","no","","4","200","application/pdf","97a945c97b0b920e33ceb4fe3ce68d8e8762ae5bc567a6ee49bc971aefe0cabc","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 567933 bytes, SHA-256 97a945c97b0b920e33ceb4fe3ce68d8e8762ae5bc567a6ee49bc971aefe0cabc. OEM host owners.honda.com; extracted text confirms 2020 Passport applicability and a complete maintenance section. Primary validation row for this document.",""
"1484","honda-passport-2020-touring","2020","Honda","Passport","Touring","","volume_suv","honda","maintenance_minder","B","https://owners.honda.com/static/pdfs/2020/Passport/2020_Passport_Maintenance_Minder.pdf","","Maintenance Minder guide","Maintenance Minder","yes","honda-passport-2020-ex-l","4","200","application/pdf","97a945c97b0b920e33ceb4fe3ce68d8e8762ae5bc567a6ee49bc971aefe0cabc","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 567933 bytes, SHA-256 97a945c97b0b920e33ceb4fe3ce68d8e8762ae5bc567a6ee49bc971aefe0cabc. OEM host owners.honda.com; extracted text confirms 2020 Passport applicability and a complete maintenance section. Same validated document shared from honda-passport-2020-ex-l.",""
"1485","honda-passport-2020-elite","2020","Honda","Passport","Elite","","volume_suv","honda","maintenance_minder","B","https://owners.honda.com/static/pdfs/2020/Passport/2020_Passport_Maintenance_Minder.pdf","","Maintenance Minder guide","Maintenance Minder","yes","honda-passport-2020-ex-l","4","200","application/pdf","97a945c97b0b920e33ceb4fe3ce68d8e8762ae5bc567a6ee49bc971aefe0cabc","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 567933 bytes, SHA-256 97a945c97b0b920e33ceb4fe3ce68d8e8762ae5bc567a6ee49bc971aefe0cabc. OEM host owners.honda.com; extracted text confirms 2020 Passport applicability and a complete maintenance section. Same validated document shared from honda-passport-2020-ex-l.",""
"1504","toyota-sienna-2025-le-hybrid","2025","Toyota","Sienna","LE","Hybrid","volume_minivan","toyota","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market OEM or attributable mirror PDF passed byte, identity, and maintenance-section validation for this exact model year/model. Candidate checks: request-failed: fetch failed."
"1505","toyota-sienna-2025-xle-hybrid","2025","Toyota","Sienna","XLE","Hybrid","volume_minivan","toyota","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market OEM or attributable mirror PDF passed byte, identity, and maintenance-section validation for this exact model year/model. Candidate checks: request-failed: fetch failed."
"1506","toyota-sienna-2025-limited-hybrid","2025","Toyota","Sienna","Limited","Hybrid","volume_minivan","toyota","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market OEM or attributable mirror PDF passed byte, identity, and maintenance-section validation for this exact model year/model. Candidate checks: request-failed: fetch failed."
"1507","toyota-sienna-2024-le-hybrid","2024","Toyota","Sienna","LE","Hybrid","volume_minivan","toyota","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market OEM or attributable mirror PDF passed byte, identity, and maintenance-section validation for this exact model year/model. Candidate checks: request-failed: fetch failed."
"1508","toyota-sienna-2024-xle-hybrid","2024","Toyota","Sienna","XLE","Hybrid","volume_minivan","toyota","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market OEM or attributable mirror PDF passed byte, identity, and maintenance-section validation for this exact model year/model. Candidate checks: request-failed: fetch failed."
"1509","toyota-sienna-2024-limited-hybrid","2024","Toyota","Sienna","Limited","Hybrid","volume_minivan","toyota","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market OEM or attributable mirror PDF passed byte, identity, and maintenance-section validation for this exact model year/model. Candidate checks: request-failed: fetch failed."
"1519","tesla-model-y-2025-long-range","2025","Tesla","Model Y","Long Range","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1520","tesla-model-y-2025-performance","2025","Tesla","Model Y","Performance","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1522","tesla-model-y-2024-performance","2024","Tesla","Model Y","Performance","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1523","tesla-model-y-2023-long-range","2023","Tesla","Model Y","Long Range","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1524","tesla-model-y-2023-performance","2023","Tesla","Model Y","Performance","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1525","tesla-model-y-2022-long-range","2022","Tesla","Model Y","Long Range","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1526","tesla-model-y-2022-performance","2022","Tesla","Model Y","Performance","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1527","tesla-model-y-2021-long-range","2021","Tesla","Model Y","Long Range","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1528","tesla-model-y-2021-performance","2021","Tesla","Model Y","Performance","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1529","tesla-model-y-2020-long-range","2020","Tesla","Model Y","Long Range","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1530","tesla-model-y-2020-performance","2020","Tesla","Model Y","Performance","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1531","tesla-model-3-2025-standard-range","2025","Tesla","Model 3","Standard Range","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1532","tesla-model-3-2025-long-range","2025","Tesla","Model 3","Long Range","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1533","tesla-model-3-2025-performance","2025","Tesla","Model 3","Performance","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1534","tesla-model-3-2024-standard-range","2024","Tesla","Model 3","Standard Range","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1536","tesla-model-3-2024-performance","2024","Tesla","Model 3","Performance","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1537","tesla-model-3-2023-standard-range","2023","Tesla","Model 3","Standard Range","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1538","tesla-model-3-2023-long-range","2023","Tesla","Model 3","Long Range","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1539","tesla-model-3-2023-performance","2023","Tesla","Model 3","Performance","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1540","tesla-model-3-2022-standard-range","2022","Tesla","Model 3","Standard Range","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1541","tesla-model-3-2022-long-range","2022","Tesla","Model 3","Long Range","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1542","tesla-model-3-2022-performance","2022","Tesla","Model 3","Performance","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
"1543","tesla-model-3-2021-standard-range","2021","Tesla","Model 3","Standard Range","","volume_ev","tesla","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","Tesla service intervals are published through live owner-manual/app content; no stable, byte-valid model-year maintenance PDF was verified."
